"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"17.02.2023 22:45 - 17.02.2023 23:00","54351","53464"
"17.02.2023 23:00 - 17.02.2023 23:15","53612","52380"
"17.02.2023 23:15 - 17.02.2023 23:30","52833","51580"
"17.02.2023 23:30 - 17.02.2023 23:45","52188","50742"
"17.02.2023 23:45 - 18.02.2023 00:00","51500","50079"
"18.02.2023 00:00 - 18.02.2023 00:15","51128","49249"
"18.02.2023 00:15 - 18.02.2023 00:30","50625","48595"
"18.02.2023 00:30 - 18.02.2023 00:45","50027","48137"
"18.02.2023 00:45 - 18.02.2023 01:00","49624","47516"
"18.02.2023 01:00 - 18.02.2023 01:15","48838","47203"
"18.02.2023 01:15 - 18.02.2023 01:30","48398","46947"
"18.02.2023 01:30 - 18.02.2023 01:45","48031","46416"
"18.02.2023 01:45 - 18.02.2023 02:00","47965","45947"
"18.02.2023 02:00 - 18.02.2023 02:15","47629","45817"
"18.02.2023 02:15 - 18.02.2023 02:30","47685","45513"
"18.02.2023 02:30 - 18.02.2023 02:45","47276","45178"
"18.02.2023 02:45 - 18.02.2023 03:00","47177","44705"
"18.02.2023 03:00 - 18.02.2023 03:15","46964","44643"
"18.02.2023 03:15 - 18.02.2023 03:30","47017","44191"
"18.02.2023 03:30 - 18.02.2023 03:45","46971","44193"
"18.02.2023 03:45 - 18.02.2023 04:00","46837","44129"
"18.02.2023 04:00 - 18.02.2023 04:15","46875","44304"
"18.02.2023 04:15 - 18.02.2023 04:30","46899","44077"
"18.02.2023 04:30 - 18.02.2023 04:45","46809","44335"
"18.02.2023 04:45 - 18.02.2023 05:00","46896","44091"
"18.02.2023 05:00 - 18.02.2023 05:15","46921","44703"
"18.02.2023 05:15 - 18.02.2023 05:30","46982","44818"
"18.02.2023 05:30 - 18.02.2023 05:45","47243","44799"
"18.02.2023 05:45 - 18.02.2023 06:00","47367","45091"
"18.02.2023 06:00 - 18.02.2023 06:15","47587","45414"
"18.02.2023 06:15 - 18.02.2023 06:30","47896","45765"
"18.02.2023 06:30 - 18.02.2023 06:45","48342","46259"
"18.02.2023 06:45 - 18.02.2023 07:00","48776","46965"
"18.02.2023 07:00 - 18.02.2023 07:15","49755","47917"
"18.02.2023 07:15 - 18.02.2023 07:30","50353","48482"
"18.02.2023 07:30 - 18.02.2023 07:45","50977","48770"
"18.02.2023 07:45 - 18.02.2023 08:00","51568","49760"
"18.02.2023 08:00 - 18.02.2023 08:15","52793","51216"
"18.02.2023 08:15 - 18.02.2023 08:30","53900","52166"
"18.02.2023 08:30 - 18.02.2023 08:45","54571","52840"
"18.02.2023 08:45 - 18.02.2023 09:00","55217","53526"
"18.02.2023 09:00 - 18.02.2023 09:15","56027","54973"
"18.02.2023 09:15 - 18.02.2023 09:30","56509","55767"
"18.02.2023 09:30 - 18.02.2023 09:45","57266","56257"
"18.02.2023 09:45 - 18.02.2023 10:00","57720","56670"
"18.02.2023 10:00 - 18.02.2023 10:15","58164","57021"
"18.02.2023 10:15 - 18.02.2023 10:30","58318","57268"
"18.02.2023 10:30 - 18.02.2023 10:45","58566","57508"
"18.02.2023 10:45 - 18.02.2023 11:00","58707","57669"
"18.02.2023 11:00 - 18.02.2023 11:15","58829","58081"
"18.02.2023 11:15 - 18.02.2023 11:30","59130","58561"
"18.02.2023 11:30 - 18.02.2023 11:45","59294","58932"
"18.02.2023 11:45 - 18.02.2023 12:00","59135","58536"
"18.02.2023 12:00 - 18.02.2023 12:15","58920","58398"
"18.02.2023 12:15 - 18.02.2023 12:30","58439","58139"
"18.02.2023 12:30 - 18.02.2023 12:45","58162","57922"
"18.02.2023 12:45 - 18.02.2023 13:00","57789","57552"
"18.02.2023 13:00 - 18.02.2023 13:15","57409","57083"
"18.02.2023 13:15 - 18.02.2023 13:30","56570","56801"
"18.02.2023 13:30 - 18.02.2023 13:45","56143","56071"
"18.02.2023 13:45 - 18.02.2023 14:00","55732","55487"
"18.02.2023 14:00 - 18.02.2023 14:15","55340","54909"
"18.02.2023 14:15 - 18.02.2023 14:30","55091","54587"
"18.02.2023 14:30 - 18.02.2023 14:45","54712","54485"
"18.02.2023 14:45 - 18.02.2023 15:00","54427","54265"
"18.02.2023 15:00 - 18.02.2023 15:15","54488","54140"
"18.02.2023 15:15 - 18.02.2023 15:30","54213","53967"
"18.02.2023 15:30 - 18.02.2023 15:45","54065","53794"
"18.02.2023 15:45 - 18.02.2023 16:00","53917","53686"
"18.02.2023 16:00 - 18.02.2023 16:15","54096","53850"
"18.02.2023 16:15 - 18.02.2023 16:30","53930","53806"
"18.02.2023 16:30 - 18.02.2023 16:45","53870","54175"
"18.02.2023 16:45 - 18.02.2023 17:00","54121","54518"
"18.02.2023 17:00 - 18.02.2023 17:15","54673","55591"
"18.02.2023 17:15 - 18.02.2023 17:30","54819","56232"
"18.02.2023 17:30 - 18.02.2023 17:45","55603","57235"
"18.02.2023 17:45 - 18.02.2023 18:00","56328","58092"
"18.02.2023 18:00 - 18.02.2023 18:15","57221","59247"
"18.02.2023 18:15 - 18.02.2023 18:30","57556","59410"
"18.02.2023 18:30 - 18.02.2023 18:45","57577","58983"
"18.02.2023 18:45 - 18.02.2023 19:00","57289","58624"
"18.02.2023 19:00 - 18.02.2023 19:15","56954","57998"
"18.02.2023 19:15 - 18.02.2023 19:30","56490","57517"
"18.02.2023 19:30 - 18.02.2023 19:45","55980","56845"
"18.02.2023 19:45 - 18.02.2023 20:00","55142","56049"
"18.02.2023 20:00 - 18.02.2023 20:15","54247","54985"
"18.02.2023 20:15 - 18.02.2023 20:30","53456","53758"
"18.02.2023 20:30 - 18.02.2023 20:45","52760","52895"
"18.02.2023 20:45 - 18.02.2023 21:00","52092","51922"
"18.02.2023 21:00 - 18.02.2023 21:15","51430","51266"
"18.02.2023 21:15 - 18.02.2023 21:30","51048","50818"
"18.02.2023 21:30 - 18.02.2023 21:45","50675","50295"
"18.02.2023 21:45 - 18.02.2023 22:00","50092","49647"
"18.02.2023 22:00 - 18.02.2023 22:15","49849","49846"
"18.02.2023 22:15 - 18.02.2023 22:30","49428","49438"
"18.02.2023 22:30 - 18.02.2023 22:45","48734","48519"
"18.02.2023 22:45 - 18.02.2023 23:00","48151","47359"
"18.02.2023 23:00 - 18.02.2023 23:15","47362","46448"
"18.02.2023 23:15 - 18.02.2023 23:30","46770","45637"
"18.02.2023 23:30 - 18.02.2023 23:45","46024","45243"
"18.02.2023 23:45 - 19.02.2023 00:00","45217","44510"
"19.02.2023 00:00 - 19.02.2023 00:15","44158","43783"
"19.02.2023 00:15 - 19.02.2023 00:30","43683","42961"
"19.02.2023 00:30 - 19.02.2023 00:45","43107","42056"
"19.02.2023 00:45 - 19.02.2023 01:00","42653","41346"
"19.02.2023 01:00 - 19.02.2023 01:15","42211","40623"
"19.02.2023 01:15 - 19.02.2023 01:30","41912","40385"
"19.02.2023 01:30 - 19.02.2023 01:45","41500","39961"
"19.02.2023 01:45 - 19.02.2023 02:00","41312","39841"
"19.02.2023 02:00 - 19.02.2023 02:15","41166","39575"
"19.02.2023 02:15 - 19.02.2023 02:30","41014","39583"
"19.02.2023 02:30 - 19.02.2023 02:45","41110","39425"
"19.02.2023 02:45 - 19.02.2023 03:00","41224","39678"
"19.02.2023 03:00 - 19.02.2023 03:15","41240","39794"
"19.02.2023 03:15 - 19.02.2023 03:30","41156","39888"
"19.02.2023 03:30 - 19.02.2023 03:45","41166","39661"
"19.02.2023 03:45 - 19.02.2023 04:00","41210","39778"
"19.02.2023 04:00 - 19.02.2023 04:15","41425","39909"
"19.02.2023 04:15 - 19.02.2023 04:30","41463","39960"
"19.02.2023 04:30 - 19.02.2023 04:45","41504","40207"
"19.02.2023 04:45 - 19.02.2023 05:00","41731","40134"
"19.02.2023 05:00 - 19.02.2023 05:15","41777","40145"
"19.02.2023 05:15 - 19.02.2023 05:30","41841","40330"
"19.02.2023 05:30 - 19.02.2023 05:45","41870","40343"
"19.02.2023 05:45 - 19.02.2023 06:00","41869","40411"
"19.02.2023 06:00 - 19.02.2023 06:15","41756","40550"
"19.02.2023 06:15 - 19.02.2023 06:30","41880","40897"
"19.02.2023 06:30 - 19.02.2023 06:45","42014","41015"
"19.02.2023 06:45 - 19.02.2023 07:00","42400","41450"
"19.02.2023 07:00 - 19.02.2023 07:15","43042","41952"
"19.02.2023 07:15 - 19.02.2023 07:30","43486","42302"
"19.02.2023 07:30 - 19.02.2023 07:45","44072","42828"
"19.02.2023 07:45 - 19.02.2023 08:00","44531","43482"
"19.02.2023 08:00 - 19.02.2023 08:15","45568","44627"
"19.02.2023 08:15 - 19.02.2023 08:30","46321","45713"
"19.02.2023 08:30 - 19.02.2023 08:45","47136","46332"
"19.02.2023 08:45 - 19.02.2023 09:00","47835","47063"
"19.02.2023 09:00 - 19.02.2023 09:15","48820","48104"
"19.02.2023 09:15 - 19.02.2023 09:30","49574","48934"
"19.02.2023 09:30 - 19.02.2023 09:45","50178","49706"
"19.02.2023 09:45 - 19.02.2023 10:00","50726","50152"
"19.02.2023 10:00 - 19.02.2023 10:15","51507","50973"
"19.02.2023 10:15 - 19.02.2023 10:30","51992","51649"
"19.02.2023 10:30 - 19.02.2023 10:45","52569","52148"
"19.02.2023 10:45 - 19.02.2023 11:00","53036","52632"
"19.02.2023 11:00 - 19.02.2023 11:15","53714","52819"
"19.02.2023 11:15 - 19.02.2023 11:30","54494","53583"
"19.02.2023 11:30 - 19.02.2023 11:45","54879","54278"
"19.02.2023 11:45 - 19.02.2023 12:00","55034","54121"
"19.02.2023 12:00 - 19.02.2023 12:15","54931","53372"
"19.02.2023 12:15 - 19.02.2023 12:30","54710","53090"
"19.02.2023 12:30 - 19.02.2023 12:45","54397","52910"
"19.02.2023 12:45 - 19.02.2023 13:00","53988","52414"
"19.02.2023 13:00 - 19.02.2023 13:15","53672","51966"
"19.02.2023 13:15 - 19.02.2023 13:30","53081","51442"
"19.02.2023 13:30 - 19.02.2023 13:45","52683","51109"
"19.02.2023 13:45 - 19.02.2023 14:00","52132","50495"
"19.02.2023 14:00 - 19.02.2023 14:15","51769","50442"
"19.02.2023 14:15 - 19.02.2023 14:30","51409","49966"
"19.02.2023 14:30 - 19.02.2023 14:45","51151","49884"
"19.02.2023 14:45 - 19.02.2023 15:00","50895","49193"
"19.02.2023 15:00 - 19.02.2023 15:15","50909","49541"
"19.02.2023 15:15 - 19.02.2023 15:30","50701","49355"
"19.02.2023 15:30 - 19.02.2023 15:45","50614","49259"
"19.02.2023 15:45 - 19.02.2023 16:00","50471","49241"
"19.02.2023 16:00 - 19.02.2023 16:15","50803","48974"
"19.02.2023 16:15 - 19.02.2023 16:30","50787","48767"
"19.02.2023 16:30 - 19.02.2023 16:45","50947","49211"
"19.02.2023 16:45 - 19.02.2023 17:00","51107","49545"
"19.02.2023 17:00 - 19.02.2023 17:15","51909","50230"
"19.02.2023 17:15 - 19.02.2023 17:30","52290","50998"
"19.02.2023 17:30 - 19.02.2023 17:45","53112","52014"
"19.02.2023 17:45 - 19.02.2023 18:00","54195","53500"
"19.02.2023 18:00 - 19.02.2023 18:15","55422","54818"
"19.02.2023 18:15 - 19.02.2023 18:30","55859","55255"
"19.02.2023 18:30 - 19.02.2023 18:45","55977","55600"
"19.02.2023 18:45 - 19.02.2023 19:00","55926","55081"
"19.02.2023 19:00 - 19.02.2023 19:15","55748","54678"
"19.02.2023 19:15 - 19.02.2023 19:30","55364","54073"
"19.02.2023 19:30 - 19.02.2023 19:45","55067","54088"
"19.02.2023 19:45 - 19.02.2023 20:00","54584","53376"
"19.02.2023 20:00 - 19.02.2023 20:15","54194","52899"
"19.02.2023 20:15 - 19.02.2023 20:30","53541","52056"
"19.02.2023 20:30 - 19.02.2023 20:45","52956","51504"
"19.02.2023 20:45 - 19.02.2023 21:00","52399","51049"
"19.02.2023 21:00 - 19.02.2023 21:15","52069","50790"
"19.02.2023 21:15 - 19.02.2023 21:30","51818","50470"
"19.02.2023 21:30 - 19.02.2023 21:45","51536","50369"
"19.02.2023 21:45 - 19.02.2023 22:00","51346","50131"
"19.02.2023 22:00 - 19.02.2023 22:15","51489","50229"
"19.02.2023 22:15 - 19.02.2023 22:30","51197","50137"
"19.02.2023 22:30 - 19.02.2023 22:45","50558","49701"
"19.02.2023 22:45 - 19.02.2023 23:00","49977","49118"
"19.02.2023 23:00 - 19.02.2023 23:15","49465","47845"
"19.02.2023 23:15 - 19.02.2023 23:30","48883","47121"
"19.02.2023 23:30 - 19.02.2023 23:45","48221","46250"
"19.02.2023 23:45 - 20.02.2023 00:00","47702","45773"
"20.02.2023 00:00 - 20.02.2023 00:15","47698","45686"
"20.02.2023 00:15 - 20.02.2023 00:30","47340","45227"
"20.02.2023 00:30 - 20.02.2023 00:45","46896","44669"
"20.02.2023 00:45 - 20.02.2023 01:00","46357","44396"
"20.02.2023 01:00 - 20.02.2023 01:15","46004","43774"
"20.02.2023 01:15 - 20.02.2023 01:30","45647","43428"
"20.02.2023 01:30 - 20.02.2023 01:45","45472","43140"
"20.02.2023 01:45 - 20.02.2023 02:00","45423","43089"
"20.02.2023 02:00 - 20.02.2023 02:15","45313","43204"
"20.02.2023 02:15 - 20.02.2023 02:30","45293","43311"
"20.02.2023 02:30 - 20.02.2023 02:45","45354","43458"
"20.02.2023 02:45 - 20.02.2023 03:00","45488","43609"
"20.02.2023 03:00 - 20.02.2023 03:15","45592","44041"
"20.02.2023 03:15 - 20.02.2023 03:30","45746","43946"
"20.02.2023 03:30 - 20.02.2023 03:45","45983","44414"
"20.02.2023 03:45 - 20.02.2023 04:00","46257","44689"
"20.02.2023 04:00 - 20.02.2023 04:15","46875","45330"
"20.02.2023 04:15 - 20.02.2023 04:30","47307","45648"
"20.02.2023 04:30 - 20.02.2023 04:45","47915","46486"
"20.02.2023 04:45 - 20.02.2023 05:00","48490","47096"
"20.02.2023 05:00 - 20.02.2023 05:15","49587","48412"
"20.02.2023 05:15 - 20.02.2023 05:30","50345","49088"
"20.02.2023 05:30 - 20.02.2023 05:45","51439","49832"
"20.02.2023 05:45 - 20.02.2023 06:00","52840","51361"
"20.02.2023 06:00 - 20.02.2023 06:15","55547","53599"
"20.02.2023 06:15 - 20.02.2023 06:30","57362","55634"
"20.02.2023 06:30 - 20.02.2023 06:45","58926","57102"
"20.02.2023 06:45 - 20.02.2023 07:00","60294","58388"
"20.02.2023 07:00 - 20.02.2023 07:15","62125","59778"
"20.02.2023 07:15 - 20.02.2023 07:30","63137","60333"
"20.02.2023 07:30 - 20.02.2023 07:45","63711","60826"
"20.02.2023 07:45 - 20.02.2023 08:00","64329","61465"
"20.02.2023 08:00 - 20.02.2023 08:15","65319","62612"
"20.02.2023 08:15 - 20.02.2023 08:30","65914","63212"
"20.02.2023 08:30 - 20.02.2023 08:45","66393","63487"
"20.02.2023 08:45 - 20.02.2023 09:00","66649","63792"
"20.02.2023 09:00 - 20.02.2023 09:15","66683","63764"
"20.02.2023 09:15 - 20.02.2023 09:30","67055","64027"
"20.02.2023 09:30 - 20.02.2023 09:45","67358","64593"
"20.02.2023 09:45 - 20.02.2023 10:00","67532","64694"
"20.02.2023 10:00 - 20.02.2023 10:15","67856","65033"
"20.02.2023 10:15 - 20.02.2023 10:30","67931","65569"
"20.02.2023 10:30 - 20.02.2023 10:45","68240","65699"
"20.02.2023 10:45 - 20.02.2023 11:00","68446","65760"
"20.02.2023 11:00 - 20.02.2023 11:15","68668","66377"
"20.02.2023 11:15 - 20.02.2023 11:30","68898","66907"
"20.02.2023 11:30 - 20.02.2023 11:45","69065","66719"
"20.02.2023 11:45 - 20.02.2023 12:00","69013","66482"
"20.02.2023 12:00 - 20.02.2023 12:15","68824","66490"
"20.02.2023 12:15 - 20.02.2023 12:30","68500","66422"
"20.02.2023 12:30 - 20.02.2023 12:45","68554","66011"
"20.02.2023 12:45 - 20.02.2023 13:00","68440","65626"
"20.02.2023 13:00 - 20.02.2023 13:15","68308","65373"
"20.02.2023 13:15 - 20.02.2023 13:30","68045","64996"
"20.02.2023 13:30 - 20.02.2023 13:45","67635","64347"
"20.02.2023 13:45 - 20.02.2023 14:00","67104","63724"
"20.02.2023 14:00 - 20.02.2023 14:15","66782","63420"
"20.02.2023 14:15 - 20.02.2023 14:30","66561","63353"
"20.02.2023 14:30 - 20.02.2023 14:45","66294","63269"
"20.02.2023 14:45 - 20.02.2023 15:00","66062","63128"
"20.02.2023 15:00 - 20.02.2023 15:15","65957","62143"
"20.02.2023 15:15 - 20.02.2023 15:30","65509","61867"
"20.02.2023 15:30 - 20.02.2023 15:45","65146","61321"
"20.02.2023 15:45 - 20.02.2023 16:00","64947","60854"
"20.02.2023 16:00 - 20.02.2023 16:15","64790","60833"
"20.02.2023 16:15 - 20.02.2023 16:30","64523","60641"
"20.02.2023 16:30 - 20.02.2023 16:45","64504","61070"
"20.02.2023 16:45 - 20.02.2023 17:00","64531","61637"
"20.02.2023 17:00 - 20.02.2023 17:15","64756","62349"
"20.02.2023 17:15 - 20.02.2023 17:30","64930","63057"
"20.02.2023 17:30 - 20.02.2023 17:45","65560","63462"
"20.02.2023 17:45 - 20.02.2023 18:00","66262","64296"
"20.02.2023 18:00 - 20.02.2023 18:15","66905","64709"
"20.02.2023 18:15 - 20.02.2023 18:30","67318","65425"
"20.02.2023 18:30 - 20.02.2023 18:45","67569","65803"
"20.02.2023 18:45 - 20.02.2023 19:00","67611","65725"
"20.02.2023 19:00 - 20.02.2023 19:15","67424","65218"
"20.02.2023 19:15 - 20.02.2023 19:30","67067","64469"
"20.02.2023 19:30 - 20.02.2023 19:45","66663","63883"
"20.02.2023 19:45 - 20.02.2023 20:00","65963","63141"
"20.02.2023 20:00 - 20.02.2023 20:15","65002","62319"
"20.02.2023 20:15 - 20.02.2023 20:30","64112","61364"
"20.02.2023 20:30 - 20.02.2023 20:45","63095","60125"
"20.02.2023 20:45 - 20.02.2023 21:00","62207","58974"
"20.02.2023 21:00 - 20.02.2023 21:15","61507","58411"
"20.02.2023 21:15 - 20.02.2023 21:30","60881","57677"
"20.02.2023 21:30 - 20.02.2023 21:45","60145","56840"
"20.02.2023 21:45 - 20.02.2023 22:00","59155","55875"
"20.02.2023 22:00 - 20.02.2023 22:15","58653","55564"
"20.02.2023 22:15 - 20.02.2023 22:30","58044","55140"
"20.02.2023 22:30 - 20.02.2023 22:45","57187","54172"
"20.02.2023 22:45 - 20.02.2023 23:00","56355","53299"
"20.02.2023 23:00 - 20.02.2023 23:15","55494","52505"
"20.02.2023 23:15 - 20.02.2023 23:30","54772","51930"
"20.02.2023 23:30 - 20.02.2023 23:45","54054","51216"
"20.02.2023 23:45 - 21.02.2023 00:00","53390","50508"
"21.02.2023 00:00 - 21.02.2023 00:15","51213","49567"
"21.02.2023 00:15 - 21.02.2023 00:30","50873","49114"
"21.02.2023 00:30 - 21.02.2023 00:45","50523","48934"
"21.02.2023 00:45 - 21.02.2023 01:00","50147","48280"
"21.02.2023 01:00 - 21.02.2023 01:15","49707","47947"
"21.02.2023 01:15 - 21.02.2023 01:30","49262","47471"
"21.02.2023 01:30 - 21.02.2023 01:45","49115","47356"
"21.02.2023 01:45 - 21.02.2023 02:00","48918","46906"
"21.02.2023 02:00 - 21.02.2023 02:15","48883","46703"
"21.02.2023 02:15 - 21.02.2023 02:30","48915","46544"
"21.02.2023 02:30 - 21.02.2023 02:45","48957","46706"
"21.02.2023 02:45 - 21.02.2023 03:00","49069","46766"
"21.02.2023 03:00 - 21.02.2023 03:15","49252","46932"
"21.02.2023 03:15 - 21.02.2023 03:30","49289","46912"
"21.02.2023 03:30 - 21.02.2023 03:45","49473","47075"
"21.02.2023 03:45 - 21.02.2023 04:00","49630","47237"
"21.02.2023 04:00 - 21.02.2023 04:15","50130","48180"
"21.02.2023 04:15 - 21.02.2023 04:30","50665","48608"
"21.02.2023 04:30 - 21.02.2023 04:45","51140","49136"
"21.02.2023 04:45 - 21.02.2023 05:00","51582","49791"
"21.02.2023 05:00 - 21.02.2023 05:15","52540","50875"
"21.02.2023 05:15 - 21.02.2023 05:30","53204","51135"
"21.02.2023 05:30 - 21.02.2023 05:45","54274","52182"
"21.02.2023 05:45 - 21.02.2023 06:00","55678","53699"
"21.02.2023 06:00 - 21.02.2023 06:15","57928","56618"
"21.02.2023 06:15 - 21.02.2023 06:30","59705","58284"
"21.02.2023 06:30 - 21.02.2023 06:45","61118","59631"
"21.02.2023 06:45 - 21.02.2023 07:00","62371","60946"
"21.02.2023 07:00 - 21.02.2023 07:15","63879","62068"
"21.02.2023 07:15 - 21.02.2023 07:30","63993","62659"
"21.02.2023 07:30 - 21.02.2023 07:45","64457","63447"
"21.02.2023 07:45 - 21.02.2023 08:00","64938","63903"
"21.02.2023 08:00 - 21.02.2023 08:15","65751","64443"
"21.02.2023 08:15 - 21.02.2023 08:30","66224","65243"
"21.02.2023 08:30 - 21.02.2023 08:45","66515","65509"
"21.02.2023 08:45 - 21.02.2023 09:00","66572","65328"
"21.02.2023 09:00 - 21.02.2023 09:15","66517","65775"
"21.02.2023 09:15 - 21.02.2023 09:30","66695","66087"
"21.02.2023 09:30 - 21.02.2023 09:45","66858","66069"
"21.02.2023 09:45 - 21.02.2023 10:00","66922","66292"
"21.02.2023 10:00 - 21.02.2023 10:15","67203","65998"
"21.02.2023 10:15 - 21.02.2023 10:30","67390","66520"
"21.02.2023 10:30 - 21.02.2023 10:45","67623","66637"
"21.02.2023 10:45 - 21.02.2023 11:00","67847","66492"
"21.02.2023 11:00 - 21.02.2023 11:15","68120","66477"
"21.02.2023 11:15 - 21.02.2023 11:30","68390","66759"
"21.02.2023 11:30 - 21.02.2023 11:45","68477","66698"
"21.02.2023 11:45 - 21.02.2023 12:00","68416","66507"
"21.02.2023 12:00 - 21.02.2023 12:15","68145","66239"
"21.02.2023 12:15 - 21.02.2023 12:30","67800","66189"
"21.02.2023 12:30 - 21.02.2023 12:45","67745","66116"
"21.02.2023 12:45 - 21.02.2023 13:00","67643","65576"
"21.02.2023 13:00 - 21.02.2023 13:15","67551","65297"
"21.02.2023 13:15 - 21.02.2023 13:30","67207","64854"
"21.02.2023 13:30 - 21.02.2023 13:45","66742","64169"
"21.02.2023 13:45 - 21.02.2023 14:00","65969","63695"
"21.02.2023 14:00 - 21.02.2023 14:15","65622","63675"
"21.02.2023 14:15 - 21.02.2023 14:30","65343","63043"
"21.02.2023 14:30 - 21.02.2023 14:45","65012","63166"
"21.02.2023 14:45 - 21.02.2023 15:00","64709","62492"
"21.02.2023 15:00 - 21.02.2023 15:15","64554","62479"
"21.02.2023 15:15 - 21.02.2023 15:30","64096","61989"
"21.02.2023 15:30 - 21.02.2023 15:45","63787","61305"
"21.02.2023 15:45 - 21.02.2023 16:00","63542","60898"
"21.02.2023 16:00 - 21.02.2023 16:15","63448","60956"
"21.02.2023 16:15 - 21.02.2023 16:30","63173","60749"
"21.02.2023 16:30 - 21.02.2023 16:45","63173","60796"
"21.02.2023 16:45 - 21.02.2023 17:00","63175","60644"
"21.02.2023 17:00 - 21.02.2023 17:15","63338","61362"
"21.02.2023 17:15 - 21.02.2023 17:30","63533","61625"
"21.02.2023 17:30 - 21.02.2023 17:45","64133","62540"
"21.02.2023 17:45 - 21.02.2023 18:00","64783","63425"
"21.02.2023 18:00 - 21.02.2023 18:15","65333","64147"
"21.02.2023 18:15 - 21.02.2023 18:30","65639","64617"
"21.02.2023 18:30 - 21.02.2023 18:45","65831","64868"
"21.02.2023 18:45 - 21.02.2023 19:00","65962","64810"
"21.02.2023 19:00 - 21.02.2023 19:15","65788","64487"
"21.02.2023 19:15 - 21.02.2023 19:30","65375","63765"
"21.02.2023 19:30 - 21.02.2023 19:45","65040","63072"
"21.02.2023 19:45 - 21.02.2023 20:00","64350","62536"
"21.02.2023 20:00 - 21.02.2023 20:15","63470","61377"
"21.02.2023 20:15 - 21.02.2023 20:30","62556","60223"
"21.02.2023 20:30 - 21.02.2023 20:45","61674","59257"
"21.02.2023 20:45 - 21.02.2023 21:00","60810","57873"
"21.02.2023 21:00 - 21.02.2023 21:15","60115","57075"
"21.02.2023 21:15 - 21.02.2023 21:30","59408","56590"
"21.02.2023 21:30 - 21.02.2023 21:45","58620","55862"
"21.02.2023 21:45 - 21.02.2023 22:00","57656","54653"
"21.02.2023 22:00 - 21.02.2023 22:15","57159","54359"
"21.02.2023 22:15 - 21.02.2023 22:30","56527","53555"
"21.02.2023 22:30 - 21.02.2023 22:45","55647","52544"
"21.02.2023 22:45 - 21.02.2023 23:00","54899","51807"
"21.02.2023 23:00 - 21.02.2023 23:15","54017","50697"
"21.02.2023 23:15 - 21.02.2023 23:30","53112","49738"
"21.02.2023 23:30 - 21.02.2023 23:45","52371","48823"
"21.02.2023 23:45 - 22.02.2023 00:00","51808","47844"
"22.02.2023 00:00 - 22.02.2023 00:15","51372","47569"
"22.02.2023 00:15 - 22.02.2023 00:30","50875","46833"
"22.02.2023 00:30 - 22.02.2023 00:45","50463","46176"
"22.02.2023 00:45 - 22.02.2023 01:00","50021","45653"
"22.02.2023 01:00 - 22.02.2023 01:15","49561","45466"
"22.02.2023 01:15 - 22.02.2023 01:30","49112","45352"
"22.02.2023 01:30 - 22.02.2023 01:45","48891","44939"
"22.02.2023 01:45 - 22.02.2023 02:00","48662","44637"
"22.02.2023 02:00 - 22.02.2023 02:15","48186","44370"
"22.02.2023 02:15 - 22.02.2023 02:30","48093","44313"
"22.02.2023 02:30 - 22.02.2023 02:45","48181","44216"
"22.02.2023 02:45 - 22.02.2023 03:00","48230","44191"
"22.02.2023 03:00 - 22.02.2023 03:15","48391","44491"
"22.02.2023 03:15 - 22.02.2023 03:30","48486","44780"
"22.02.2023 03:30 - 22.02.2023 03:45","48523","44913"
"22.02.2023 03:45 - 22.02.2023 04:00","48703","45150"
"22.02.2023 04:00 - 22.02.2023 04:15","49281","45748"
"22.02.2023 04:15 - 22.02.2023 04:30","49611","46174"
"22.02.2023 04:30 - 22.02.2023 04:45","50121","46775"
"22.02.2023 04:45 - 22.02.2023 05:00","50512","47415"
"22.02.2023 05:00 - 22.02.2023 05:15","51360","48504"
"22.02.2023 05:15 - 22.02.2023 05:30","51907","49057"
"22.02.2023 05:30 - 22.02.2023 05:45","53035","50323"
"22.02.2023 05:45 - 22.02.2023 06:00","54304","51717"
"22.02.2023 06:00 - 22.02.2023 06:15","56593","54320"
"22.02.2023 06:15 - 22.02.2023 06:30","58339","56156"
"22.02.2023 06:30 - 22.02.2023 06:45","59768","57976"
"22.02.2023 06:45 - 22.02.2023 07:00","61097","59577"
"22.02.2023 07:00 - 22.02.2023 07:15","62515","61212"
"22.02.2023 07:15 - 22.02.2023 07:30","63261","61818"
"22.02.2023 07:30 - 22.02.2023 07:45","64209","62427"
"22.02.2023 07:45 - 22.02.2023 08:00","65093","62957"
"22.02.2023 08:00 - 22.02.2023 08:15","65798","63685"
"22.02.2023 08:15 - 22.02.2023 08:30","66233","63978"
"22.02.2023 08:30 - 22.02.2023 08:45","66614","64256"
"22.02.2023 08:45 - 22.02.2023 09:00","66725","64370"
"22.02.2023 09:00 - 22.02.2023 09:15","66712","64108"
"22.02.2023 09:15 - 22.02.2023 09:30","66900","64370"
"22.02.2023 09:30 - 22.02.2023 09:45","67147","64791"
"22.02.2023 09:45 - 22.02.2023 10:00","67664","65060"
"22.02.2023 10:00 - 22.02.2023 10:15","67927","65249"
"22.02.2023 10:15 - 22.02.2023 10:30","68070","65215"
"22.02.2023 10:30 - 22.02.2023 10:45","68283","65261"
"22.02.2023 10:45 - 22.02.2023 11:00","68627","65353"
"22.02.2023 11:00 - 22.02.2023 11:15","68780","65428"
"22.02.2023 11:15 - 22.02.2023 11:30","69371","65582"
